"filename", "language", "TypeScript React", "TypeScript", "Less", "XML", "CSS", "JSON", "JSON with Comments", "JavaScript", "Markdown", "HTML", "comment", "blank", "total"
"/Users/aic/Desktop/zen-blog/src/assets/svg/pop-RightBottom.svg", "XML", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/aic/Desktop/zen-blog/src/assets/svg/pop-RightTop.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/aic/Desktop/zen-blog/src/assets/svg/pop-TopLeft.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/aic/Desktop/zen-blog/src/assets/svg/pop-TopRight.svg", "XML", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/aic/Desktop/zen-blog/src/assets/svg/pop-leftBottom.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/aic/Desktop/zen-blog/src/assets/svg/pop-leftTop.svg", "XML", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/aic/Desktop/zen-blog/src/components/Border/Border.less", "Less", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6
"/Users/aic/Desktop/zen-blog/src/components/Border/Border.tsx", "TypeScript React", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/aic/Desktop/zen-blog/src/components/HomePage/AboutMe/AboutMe.less", "Less", 0, 0, 888, 0, 0, 0, 0, 0, 0, 0, 93, 140, 1121
"/Users/aic/Desktop/zen-blog/src/components/HomePage/AboutMe/AboutMe.tsx", "TypeScript React", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 160
"/Users/aic/Desktop/zen-blog/src/components/HomePage/Articles/ArticleCard/ArticleCard.less", "Less", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 6, 34, 248
"/Users/aic/Desktop/zen-blog/src/components/HomePage/Articles/ArticleCard/ArticleCard.tsx", "TypeScript React", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 37
"/Users/aic/Desktop/zen-blog/src/components/HomePage/Articles/Articles.less", "Less", 0, 0, 277, 0, 0, 0, 0, 0, 0, 0, 14, 41, 332
"/Users/aic/Desktop/zen-blog/src/components/HomePage/Articles/Articles.tsx", "TypeScript React", 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 49, 208
"/Users/aic/Desktop/zen-blog/src/components/HomePage/Articles/InspiraCard/InspiraCard.less", "Less", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 2, 13, 99
"/Users/aic/Desktop/zen-blog/src/components/HomePage/Articles/InspiraCard/InspiraCard.tsx", "TypeScript React", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 36
